BCW-200030,Raoultella
BCW-200106,Raoultella
BCW-200117,Raoultella
BCW-200120,Raoultella
BCW-200142,Raoultella
BCW-200161,Raoultella
BCW-200165,Raoultella
BCW-200169,Raoultella
BCW-200171,Raoultella
BCW-200203,Raoultella
BCW-200276,Raoultella
BCW-200281,Raoultella
BCW-200294,Raoultella
BCW-200437,Raoultella
BCW-200438,Raoultella
BCW-200440,Raoultella
BCW-200442,Raoultella
BCW-200444,Raoultella
BCW-200446,Raoultella
BCW-200449,Raoultella
BCW-200488,Raoultella
BCW-200496,Raoultella
BCW-200499,Raoultella
BCW-200521,Raoultella
BCW-200525,Raoultella
BCW-200553,Raoultella
BCW-200555,Raoultella
BCW-200577,Raoultella
BCW-200600,Raoultella
BCW-200620,Raoultella
BCW-200648,Raoultella
BCW-200661,Raoultella
BCW-200665,Raoultella
BCW-200704,Raoultella
BCW-200727,Raoultella
BCW-200738,Raoultella
BCW-200776,Raoultella
BCW-200820,Raoultella
BCW-200847,Raoultella
BCW-200855,Raoultella
BCW-200874,Raoultella
BCW-200879,Raoultella
BCW-200880,Raoultella
BCW-200881,Raoultella
BCW-200882,Raoultella
BCW-200885,Raoultella
BCW-200886,Raoultella
BCW-200887,Raoultella
BCW-200891,Raoultella
BCW-200892,Raoultella
BCW-200909,Raoultella
BCW-200915,Raoultella
BCW-200926,Raoultella
BCW-201044,Raoultella
BCW-201071,Raoultella
BCW-201075,Raoultella
BCW-201078,Raoultella
BCW-201098,Raoultella
BCW-201107,Raoultella
BCW-201443,Raoultella
BCW-201461,Raoultella
BCW-201614,Raoultella
BCW-201615,Raoultella
BCW-201620,Raoultella
BCW-201649,Raoultella
BCW-201703,Raoultella
BCW-201890,Raoultella
BCW-201900,Raoultella
BCW-201901,Raoultella
BCW-201926,Raoultella
BCW-200049,Klebsiella
BCW-200053,Klebsiella
BCW-200069,Klebsiella
BCW-200083,Klebsiella
BCW-200084,Klebsiella
BCW-200086,Klebsiella
BCW-200093,Klebsiella
BCW-200096,Klebsiella
BCW-200099,Klebsiella
BCW-200123,Klebsiella
BCW-200124,Klebsiella
BCW-200129,Klebsiella
BCW-200132,Klebsiella
BCW-200136,Klebsiella
BCW-200137,Klebsiella
BCW-200167,Klebsiella
BCW-200172,Klebsiella
BCW-200177,Klebsiella
BCW-200651,Klebsiella
BCW-200660,Klebsiella
BCW-200662,Klebsiella
BCW-201019,Klebsiella
BCW-201020,Klebsiella
BCW-201021,Klebsiella
BCW-201263,Klebsiella
BCW-201441,Klebsiella
BCW-200143,Rahnella
BCW-200144,Rahnella
BCW-200145,Rahnella
BCW-200146,Rahnella
BCW-200149,Rahnella
BCW-200151,Rahnella
BCW-200152,Rahnella
BCW-200155,Rahnella
BCW-200157,Rahnella
BCW-200213,Rahnella
BCW-200272,Rahnella
BCW-200545,Rahnella
BCW-200552,Rahnella
BCW-200559,Rahnella
BCW-200561,Rahnella
BCW-200564,Rahnella
BCW-200565,Rahnella
BCW-200578,Rahnella
BCW-200642,Rahnella
BCW-200644,Rahnella
BCW-200647,Rahnella
BCW-200649,Rahnella
BCW-200650,Rahnella
BCW-200715,Rahnella
BCW-200716,Rahnella
BCW-200718,Rahnella
